name,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,label
fuzz_7722_bug,420,42,284,5,27,491,44,41,110,36,45,46,35,92,42,24,102,23,19,20,16,21,116,24,15,24,19,17,24,35,23,35,473,461,597,328,269,42,81,97,5,5,277,401,837,500,6,34,527,28,5,74,420,1
fuzz_2872.v,0,0,0,1,0,11,1,0,1,4,0,0,1,3,1,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,4,12,0,0,0,0,0,0,0,0,9,4,9,17,0,0,23,5,1,17,0,0
fuzz_6398,197,55,271,8,18,318,29,27,77,29,28,27,37,38,26,20,27,16,19,18,12,14,27,17,19,14,17,15,18,37,14,10,313,313,329,77,252,55,12,261,8,8,185,265,593,373,8,51,417,44,8,168,197,0
fuzz_1403.v,0,0,0,3,0,5,1,1,0,0,0,3,0,0,0,0,0,1,1,0,1,1,0,2,0,1,1,0,0,0,0,0,9,19,0,0,0,0,0,0,2,2,5,12,21,36,0,12,54,15,3,36,0,0
fuzz_5140,98,27,144,2,4,148,14,12,45,7,6,9,13,30,12,6,12,6,8,4,3,8,11,8,5,2,3,6,5,16,4,5,138,121,182,43,139,27,6,127,1,1,80,123,269,137,3,7,148,12,2,36,98,0
fuzz_5917,170,36,207,6,13,209,17,22,47,17,13,18,20,32,23,9,22,7,15,14,10,12,19,13,12,14,12,10,11,17,15,10,217,242,251,56,195,36,8,199,5,5,124,205,401,282,3,31,317,32,6,109,170,0
fuzz_5591,24,4,31,1,3,33,3,1,11,2,3,3,2,6,2,1,3,5,2,2,1,3,3,5,3,4,2,3,2,4,1,2,34,34,37,9,28,4,2,35,0,0,20,24,58,40,1,0,45,5,1,15,24,0
fuzz_4106,444,10,242,11,16,484,35,45,100,48,45,43,31,88,49,30,138,26,27,24,18,26,131,20,25,33,25,21,25,55,20,28,484,555,592,375,217,10,113,0,11,11,274,414,883,635,10,71,695,59,11,181,444,0
fuzz_4072,141,3,74,6,6,162,12,11,32,13,18,10,15,33,18,7,48,9,12,8,6,10,53,4,13,7,10,1,13,10,9,7,150,197,182,121,61,3,39,0,6,6,100,118,267,243,8,39,273,32,6,94,141,0
fuzz_4390,35,0,17,4,5,70,4,4,16,3,2,6,8,17,10,2,12,3,4,10,3,2,17,1,4,1,4,1,5,3,3,8,55,76,46,33,13,0,11,0,3,3,43,56,89,105,4,20,127,22,4,66,35,0
fuzz_7250_bug,191,23,129,1,15,200,18,13,43,20,22,13,20,31,20,13,46,5,6,10,16,8,42,18,7,15,8,6,4,15,8,7,221,195,262,140,122,23,30,0,0,0,121,205,389,201,1,0,206,5,1,9,191,1
fuzz_2149.v,2,1,3,1,1,19,1,0,7,1,2,1,1,5,1,0,0,0,1,0,2,1,1,1,0,2,2,2,0,3,0,1,16,15,3,0,3,1,0,0,0,0,8,6,21,21,1,0,26,5,1,18,2,0
fuzz_6840,457,112,566,7,17,520,50,46,106,42,44,50,46,90,46,24,52,28,22,22,26,29,43,21,33,25,24,29,31,43,17,20,498,530,707,174,533,112,24,522,9,9,318,485,982,584,6,60,624,39,7,121,457,0
fuzz_2665.v,10,2,14,3,3,20,4,0,4,1,3,3,1,2,2,1,1,1,3,0,1,0,3,0,1,3,2,2,1,2,1,3,27,25,13,0,13,2,0,0,2,2,19,19,38,45,3,12,60,15,3,32,10,0
fuzz_1362.v,18,6,29,4,6,62,7,7,14,8,6,5,1,9,5,4,0,8,7,3,1,4,3,7,0,1,6,5,5,4,2,0,57,57,29,0,29,6,0,0,3,3,39,40,82,84,4,18,104,20,4,62,18,0
fuzz_7170,319,73,403,7,16,412,39,37,95,33,39,39,31,56,43,19,43,28,21,25,19,11,38,18,21,31,23,22,19,38,25,26,472,418,482,100,382,73,16,368,9,9,272,384,745,471,6,58,510,38,7,146,319,0
fuzz_4692,254,5,133,6,9,264,29,16,53,24,22,17,36,42,25,14,76,14,12,6,10,14,77,13,12,16,13,14,16,34,17,16,248,322,328,207,121,5,65,0,6,6,165,240,460,368,6,40,402,34,6,108,254,0
fuzz_3680,305,8,156,7,18,342,38,29,67,34,40,29,31,43,31,15,101,19,19,15,12,21,97,16,21,12,7,12,15,33,8,29,306,404,397,262,135,8,82,0,7,7,201,278,546,455,6,46,494,38,7,144,305,0
fuzz_2968.v,18,4,25,3,6,46,4,4,10,4,5,4,4,10,1,4,2,1,2,3,1,4,4,2,0,3,0,1,2,3,1,4,62,46,25,0,25,4,0,0,2,2,21,41,78,65,2,12,81,15,3,45,18,0
fuzz_7313_bug,220,62,190,6,9,444,49,37,95,38,30,33,43,81,38,29,44,18,27,25,18,14,23,28,22,31,17,26,23,46,25,20,458,304,347,179,168,62,8,0,6,6,257,411,827,350,6,40,384,34,6,124,220,1
fuzz_5401,171,42,224,4,12,209,21,15,44,19,23,13,20,32,22,10,19,6,13,12,7,2,20,12,17,7,10,12,9,26,14,10,230,215,265,58,207,42,8,164,3,3,150,216,389,246,5,21,268,23,4,70,171,0
fuzz_3319,213,8,117,7,7,237,17,18,53,21,21,27,18,42,20,9,65,9,11,11,10,15,73,8,14,8,13,9,18,22,4,15,256,285,288,185,103,8,57,0,9,9,165,225,367,343,8,61,383,41,7,122,213,0
fuzz_7828_bug,1062,78,543,8,41,963,91,85,206,91,83,79,94,156,78,49,289,51,45,52,53,45,280,47,48,55,51,52,56,92,40,45,965,1117,1516,1021,495,78,237,173,10,10,612,888,1849,1173,5,61,1217,41,8,106,1062,1
fuzz_7781_bug,643,54,436,6,32,664,50,74,144,52,53,52,73,112,54,32,193,32,22,31,32,40,192,22,41,34,28,36,25,72,35,29,743,709,929,534,395,54,147,124,7,7,426,642,1278,752,4,45,786,32,6,105,643,1
fuzz_6271,520,125,672,9,24,641,51,59,146,49,64,63,55,117,37,44,45,32,31,27,34,35,44,35,41,36,23,29,33,54,37,31,615,628,806,175,631,125,18,560,10,10,380,547,1101,697,9,64,747,50,9,168,520,0
fuzz_942.v,8,4,15,2,1,25,3,3,3,3,3,0,0,6,4,1,1,1,1,1,0,2,0,1,0,1,0,0,5,0,1,0,5,16,15,0,15,4,0,0,1,1,10,12,16,29,2,6,39,10,2,19,8,0
fuzz_2378.v,13,2,18,3,5,13,1,1,4,4,1,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,1,1,0,3,0,3,16,33,17,0,17,2,0,0,2,2,14,25,35,50,0,12,68,15,3,37,13,0
fuzz_410.v,21,8,33,3,4,55,4,4,13,5,5,3,8,10,3,2,2,2,0,1,4,1,4,3,0,2,2,0,8,9,2,0,50,50,33,0,33,8,0,0,3,3,29,50,72,71,3,18,86,15,3,47,21,0
fuzz_5453,168,37,199,7,10,213,13,16,52,25,23,17,13,32,22,14,18,11,7,14,13,11,24,13,7,9,12,14,9,20,7,12,203,241,250,58,192,37,8,198,8,8,130,163,378,295,7,53,334,39,7,120,168,0
fuzz_5681,555,142,747,6,17,666,60,63,135,69,74,42,66,107,50,44,53,29,34,32,32,29,51,36,33,25,28,35,39,59,26,33,642,614,879,165,714,142,23,592,5,5,405,556,1241,659,7,33,691,33,6,97,555,0
fuzz_3320,72,1,30,1,3,56,3,5,12,5,5,5,5,10,6,6,27,3,2,1,3,0,28,3,0,7,4,4,5,6,0,3,53,82,101,71,30,1,25,0,0,0,31,53,114,88,0,0,95,6,1,16,72,0
fuzz_5194,115,21,150,7,7,194,13,22,33,21,17,21,16,39,12,11,14,14,9,10,9,6,17,5,13,8,5,6,15,9,15,10,184,179,178,41,137,21,7,140,8,8,113,146,272,235,9,51,272,39,7,111,115,0
fuzz_1108.v,20,5,33,4,5,45,5,7,12,2,3,3,2,8,3,2,1,2,0,2,2,1,3,4,2,2,2,2,1,4,0,0,43,51,31,0,31,5,0,0,3,3,35,34,66,78,4,18,98,20,4,54,20,0
fuzz_5006,410,106,553,9,20,696,60,62,157,49,68,55,52,125,68,37,48,23,22,32,27,26,45,28,40,25,34,34,30,66,36,22,635,530,660,147,513,106,18,479,8,8,363,504,1028,601,12,54,649,51,9,179,410,0
fuzz_7936_bug,552,43,294,5,25,571,65,52,124,54,42,47,40,97,50,21,170,20,32,26,20,29,163,26,25,26,18,31,30,58,28,24,568,592,840,571,269,43,135,116,6,6,356,518,1069,631,5,41,659,28,5,74,552,1
fuzz_3198.v,15,4,22,3,3,25,5,1,4,2,2,4,3,3,1,4,1,1,3,4,3,0,1,3,2,2,0,3,1,2,2,2,26,38,20,0,20,4,0,0,3,3,23,22,55,58,2,18,74,15,3,41,15,0
fuzz_4336,293,6,150,6,11,343,27,25,81,30,31,34,25,62,28,16,86,14,9,12,16,20,92,18,10,22,22,13,11,35,12,18,297,375,384,244,140,6,73,0,5,5,170,263,519,419,7,31,450,32,6,119,293,0
fuzz_556.v,22,2,26,5,12,49,7,5,14,4,7,3,2,7,0,3,1,5,1,2,3,3,0,7,2,1,4,4,2,7,2,2,42,61,24,0,24,2,0,0,6,6,26,40,65,94,2,36,122,25,5,70,22,0
fuzz_6386,455,118,599,9,27,585,42,51,119,58,60,47,52,102,54,25,47,25,28,27,25,30,37,25,31,30,34,31,27,60,27,16,583,573,707,139,568,118,17,536,8,8,346,522,1049,632,4,50,684,47,9,173,455,0
fuzz_1002.v,0,0,0,1,0,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,2,4,6,10,0,0,16,5,1,10,0,0
fuzz_121.v,18,5,28,4,5,41,5,6,7,3,5,4,0,9,2,3,1,1,0,2,1,4,2,3,2,4,2,0,0,4,4,1,29,51,26,0,26,5,0,0,4,4,26,34,80,77,2,24,99,20,4,57,18,0
fuzz_3458,0,0,1,1,0,5,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,2,6,7,10,0,0,16,5,1,10,0,0
fuzz_2786.v,25,9,39,4,5,42,7,2,7,2,3,5,3,7,6,2,1,7,3,7,2,2,2,2,0,3,3,3,3,4,2,4,53,47,39,0,39,9,0,0,3,3,36,37,99,71,1,18,94,20,4,45,25,0
fuzz_2293.v,20,4,26,3,10,33,1,0,8,5,2,2,6,7,2,2,1,1,3,0,1,0,3,0,1,0,0,0,2,2,1,0,23,36,25,0,25,4,0,0,4,4,18,26,45,56,1,24,73,15,3,35,20,0
fuzz_2077.v,21,9,38,4,5,45,4,3,11,5,0,5,2,8,7,1,3,1,2,3,2,3,4,1,1,2,1,2,3,6,2,2,33,45,37,0,37,9,0,0,5,5,33,41,73,71,1,30,94,20,4,49,21,0
fuzz_2838.v,10,3,19,4,3,28,1,2,7,3,4,3,1,5,2,1,3,1,1,1,0,3,0,2,3,2,0,1,3,2,1,3,40,37,16,0,16,3,0,0,7,7,23,37,57,65,1,42,88,20,4,54,10,0
fuzz_3913,383,13,221,9,21,482,40,42,118,37,44,40,41,89,31,22,123,29,22,19,25,26,125,25,27,22,21,17,20,47,19,29,418,502,517,323,194,13,100,0,8,8,271,394,749,574,13,54,621,51,9,178,383,0
fuzz_4113,100,0,50,6,7,168,10,9,46,15,17,13,15,26,17,9,37,7,8,8,5,6,40,8,6,9,6,7,8,17,3,6,155,176,130,86,44,0,30,0,7,7,95,140,257,219,4,43,253,32,6,115,100,0
fuzz_3345,385,11,191,6,19,416,38,31,93,38,38,33,32,88,25,9,120,28,14,14,11,18,117,32,15,12,18,14,19,43,17,23,370,458,507,331,176,11,100,0,7,7,217,350,647,506,6,49,541,35,6,115,385,0
fuzz_5532,279,70,392,6,14,376,33,37,84,25,32,24,30,72,39,19,35,15,13,15,12,15,24,17,20,24,27,27,12,39,15,25,358,337,459,87,372,70,12,312,9,9,247,331,636,385,7,58,416,32,6,99,279,0
fuzz_3029.v,20,9,36,4,5,55,8,4,13,5,4,3,8,8,2,2,0,0,2,2,3,2,2,3,2,0,1,3,1,3,3,3,34,52,34,0,34,9,0,0,5,5,24,31,76,78,1,30,101,20,4,57,20,0
fuzz_2885.v,14,2,18,4,6,47,6,1,9,5,3,3,4,8,8,1,1,2,3,2,4,3,5,3,2,1,2,1,1,2,1,2,36,51,16,0,16,2,0,0,4,4,31,23,74,76,1,24,99,20,4,61,14,0
fuzz_470.v,12,3,17,3,4,20,0,0,6,2,3,0,3,3,3,2,0,0,1,0,1,1,0,0,1,1,0,2,2,2,2,1,17,28,16,0,16,3,0,0,2,2,19,19,45,47,2,12,63,15,3,33,12,0
fuzz_6928,436,109,568,7,21,494,40,53,107,30,48,44,39,87,46,24,42,17,27,26,21,24,49,17,27,21,21,15,20,44,18,27,500,512,692,151,541,109,25,462,7,7,282,443,913,563,7,43,600,37,7,120,436,0
fuzz_3402,42,1,26,1,1,44,9,6,5,4,4,2,4,5,5,3,9,1,2,0,2,5,12,4,3,4,2,1,1,3,1,1,30,48,52,29,23,1,9,0,0,0,22,29,47,55,1,0,61,6,1,12,42,0
fuzz_812.v,10,1,15,4,4,35,4,4,7,6,3,3,3,4,1,2,0,1,0,1,2,4,2,4,3,0,0,1,1,3,0,3,23,41,12,0,12,1,0,0,4,4,13,25,47,68,3,24,89,20,4,55,10,0
fuzz_2780.v,1,0,1,2,1,11,1,2,2,1,2,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,8,13,1,0,1,0,0,0,1,1,10,9,17,25,1,6,36,10,2,23,1,0
fuzz_4610,261,9,130,4,13,243,20,26,52,22,17,20,26,41,19,13,80,9,12,10,7,12,74,13,14,10,18,12,11,17,18,17,220,321,330,214,116,9,64,0,3,3,134,224,442,351,3,21,376,24,4,87,261,0
fuzz_7736_bug,419,30,275,5,22,384,30,42,86,46,31,32,27,55,35,20,115,22,15,21,20,26,115,14,22,24,19,18,23,53,18,16,336,464,598,345,253,30,99,63,4,4,221,375,733,497,1,26,529,28,5,77,419,1
fuzz_7874_bug,761,72,437,6,35,798,77,68,166,75,72,64,60,142,74,40,208,26,38,27,37,44,202,40,49,34,30,43,32,68,46,34,762,824,1112,724,388,72,164,134,7,7,449,719,1419,871,7,46,903,33,6,103,761,1
fuzz_2042.v,14,3,21,4,6,36,3,2,9,3,3,6,1,6,3,0,4,0,1,4,0,4,0,0,2,4,2,1,3,3,0,1,26,43,19,0,19,3,0,0,6,6,20,22,43,71,2,36,93,20,4,55,14,0
fuzz_2778.v,17,9,36,2,2,48,4,6,7,8,3,5,1,10,4,3,3,4,0,1,3,0,1,2,2,2,0,1,1,0,4,2,34,30,34,0,34,9,0,0,1,1,21,29,60,43,2,6,53,10,2,24,17,0
fuzz_5734,122,32,157,4,7,181,17,15,42,16,14,10,9,38,20,10,16,7,7,9,7,4,15,5,8,8,8,8,5,12,5,8,155,163,189,40,149,32,7,137,3,3,107,146,259,196,6,21,218,24,4,68,122,0
fuzz_3643,372,12,187,7,16,345,31,31,68,28,22,40,34,60,31,22,109,18,20,13,20,12,111,23,15,19,17,12,20,36,19,20,342,440,480,308,172,12,89,0,6,6,221,304,657,492,5,41,535,41,7,115,372,0
fuzz_160.v,5,0,5,3,3,17,1,2,2,1,2,2,0,3,4,1,1,1,1,1,3,1,1,1,0,0,3,0,0,3,1,0,19,28,5,0,5,0,0,0,2,2,16,14,29,47,2,12,63,15,3,40,5,0
fuzz_3827,55,2,28,4,7,83,9,7,17,6,7,5,6,19,7,2,15,5,0,4,4,9,17,3,4,4,2,4,4,9,9,3,77,91,72,48,24,2,14,0,3,3,64,64,130,119,3,20,142,22,4,61,55,0
fuzz_5177,184,45,265,4,10,269,22,22,64,16,19,20,20,58,28,18,17,4,17,7,14,16,21,16,11,9,14,7,14,21,9,12,237,219,313,59,254,45,9,217,3,3,152,221,450,249,4,20,272,23,4,61,184,0
fuzz_6984,110,30,162,3,9,180,10,15,38,13,13,20,20,37,14,6,12,9,13,9,9,10,11,5,10,8,6,7,9,19,8,8,165,131,186,34,152,30,3,125,2,2,108,141,284,152,4,12,166,15,3,38,110,0
fuzz_1312.v,15,5,24,3,3,33,3,2,11,2,3,4,2,3,3,1,0,0,0,1,1,2,0,5,1,1,1,2,4,3,1,2,26,40,23,0,23,5,0,0,2,2,23,26,54,60,3,12,75,15,3,42,15,0
fuzz_2855.v,7,3,15,1,2,17,2,3,1,1,1,5,0,1,3,1,1,2,0,1,1,4,0,1,2,0,0,1,2,1,2,2,16,18,13,0,13,3,0,0,0,0,15,20,35,24,1,0,29,5,1,16,7,0
fuzz_122.v,12,4,21,3,2,18,0,2,7,0,1,2,4,1,1,1,1,1,0,0,3,1,0,1,1,1,0,2,0,3,0,0,14,29,20,0,20,4,0,0,3,3,17,22,38,48,1,18,65,15,3,35,12,0
fuzz_4392,99,3,44,3,4,93,10,13,17,7,7,6,6,15,12,10,29,6,2,5,5,4,29,7,4,7,3,7,7,10,7,4,102,120,125,85,40,3,25,0,2,2,65,90,167,142,3,14,159,17,3,40,99,0
fuzz_6182,159,34,198,4,10,191,23,16,37,16,28,12,18,28,13,7,18,7,8,6,7,13,20,10,9,10,12,10,9,17,13,11,183,200,243,54,189,34,10,160,3,3,90,162,353,230,4,20,253,23,4,67,159,0
fuzz_635.v,34,18,68,3,6,85,5,6,24,2,8,7,6,21,6,3,2,1,1,3,2,2,3,3,2,4,3,6,4,6,3,5,83,59,66,0,66,18,0,0,2,2,53,60,141,78,2,12,94,15,3,42,34,0
fuzz_4703,237,8,123,6,10,276,33,18,67,20,20,21,23,47,27,18,78,19,18,14,9,16,68,14,14,20,13,13,17,29,6,17,283,318,304,195,109,8,59,0,5,5,189,239,502,364,9,32,393,32,6,118,237,0
fuzz_414.v,2,0,3,2,1,16,2,1,5,0,0,1,1,5,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,9,16,2,0,2,0,0,0,1,1,4,5,17,28,1,6,39,10,2,25,2,0
fuzz_2298.v,17,7,31,4,5,64,5,2,17,7,6,6,9,6,6,2,3,4,5,0,6,1,4,4,3,3,4,4,5,12,5,6,53,58,28,0,28,7,0,0,4,4,36,28,93,86,4,24,106,20,4,65,17,0
fuzz_4141,425,4,216,8,21,429,33,34,93,39,29,42,38,78,43,10,136,28,24,19,24,22,134,27,25,28,14,14,22,40,16,23,439,525,548,357,191,4,114,0,12,12,258,361,741,586,5,76,633,44,8,156,425,0
fuzz_4803,553,122,670,10,28,630,61,50,133,49,59,55,59,112,52,27,64,17,30,31,18,21,47,30,28,24,33,23,40,56,30,28,641,662,822,180,642,122,24,564,10,10,389,607,1095,734,7,64,792,55,10,174,553,0
fuzz_4435,301,9,146,6,13,358,25,30,79,32,32,37,33,58,32,18,84,14,25,23,20,18,95,20,10,19,20,18,20,28,14,12,379,370,394,258,136,9,74,0,9,9,221,296,611,417,5,59,451,33,6,111,301,0
fuzz_978.v,6,1,10,5,3,25,4,3,3,3,1,3,2,3,3,2,3,0,3,2,0,2,0,2,3,1,0,2,0,5,0,1,34,44,7,0,7,1,0,0,4,4,21,29,61,73,0,24,103,25,5,67,6,0
fuzz_1390.v,11,1,13,4,6,30,0,4,7,2,2,4,2,8,1,1,1,4,3,3,1,2,2,0,0,0,2,3,1,4,0,2,24,36,13,0,13,1,0,0,5,5,19,21,40,63,2,30,85,20,4,50,11,0
fuzz_708.v,3,1,5,1,2,6,1,0,0,1,0,2,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,1,15,12,5,0,5,1,0,0,0,0,7,7,17,18,1,0,23,5,1,14,3,0
fuzz_238.v,29,11,51,2,5,44,2,3,14,1,4,3,3,8,6,3,4,2,2,1,2,3,2,2,2,2,0,1,7,3,1,2,53,37,49,0,49,11,0,0,1,1,36,28,94,49,1,6,60,10,2,19,29,0
fuzz_636.v,8,2,12,4,2,39,1,2,10,2,8,5,2,6,3,1,2,2,3,1,1,2,3,0,2,2,1,3,3,5,4,2,38,37,10,0,10,2,0,0,4,4,25,27,57,63,2,24,85,20,4,53,8,0
fuzz_5791,104,28,133,2,5,147,13,9,37,8,11,13,13,30,13,13,16,9,5,5,8,16,13,8,4,9,8,7,9,20,10,8,147,129,173,44,129,28,5,120,1,1,107,149,265,144,2,7,156,12,2,38,104,0
fuzz_155.v,23,7,37,4,8,49,4,3,9,5,3,4,6,8,7,2,5,5,3,4,6,0,5,2,2,4,3,1,4,4,5,0,72,58,35,0,35,7,0,0,4,4,41,48,73,85,3,24,106,20,4,59,23,0
fuzz_5805,22,5,27,1,2,38,1,8,8,2,4,1,4,7,3,1,3,0,2,5,2,3,3,1,2,5,1,3,1,5,1,4,43,35,33,8,25,5,1,39,0,0,26,34,68,41,1,0,46,5,1,18,22,0
fuzz_1982.v,14,7,27,4,6,42,2,7,5,2,4,4,6,4,8,2,3,2,2,0,2,4,4,0,3,2,2,3,2,2,0,2,29,46,24,0,24,7,0,0,5,5,24,34,51,74,3,30,95,20,4,57,14,0
fuzz_5309,308,77,407,6,13,365,24,37,73,38,25,33,27,68,40,18,34,15,19,15,18,21,29,20,25,24,14,20,20,40,18,18,369,396,477,95,382,77,8,346,5,5,265,338,715,441,6,33,475,34,6,127,308,0
fuzz_6576,333,78,446,7,16,454,43,47,98,42,41,30,34,78,41,28,36,27,28,21,29,19,44,31,31,27,12,26,19,49,20,25,498,427,530,115,415,78,20,411,9,9,269,409,743,484,10,59,519,38,7,141,333,0
fuzz_223.v,19,5,34,4,5,41,4,0,11,3,4,2,4,8,5,0,3,1,1,2,5,7,6,2,2,1,1,2,2,5,2,4,47,46,32,0,32,5,0,0,3,3,33,39,77,71,2,18,93,20,4,50,19,0
fuzz_7507_bug,691,133,582,8,18,991,83,91,215,82,70,80,91,187,92,50,114,63,48,48,56,46,116,59,41,45,56,63,54,103,53,54,1010,775,1022,481,541,133,63,0,7,7,592,934,1884,832,7,45,876,43,8,134,691,1
fuzz_3846,41,0,16,1,2,46,4,2,10,2,6,2,4,14,2,3,12,1,1,5,3,5,14,2,0,3,2,2,1,4,1,0,38,54,53,37,16,0,12,0,0,0,23,29,57,60,1,0,65,5,1,18,41,0
fuzz_4931,173,45,238,6,9,237,20,31,52,16,18,26,19,28,27,12,24,6,13,15,14,11,21,12,9,15,16,8,16,32,20,10,240,251,287,58,229,45,8,235,5,5,168,237,442,299,10,32,328,33,6,116,173,0
fuzz_914.v,13,6,25,3,4,30,4,2,6,3,6,2,0,3,4,2,2,0,2,4,1,2,1,1,0,1,0,4,1,5,2,2,31,26,25,0,25,6,0,0,2,2,24,22,45,46,3,12,61,15,3,30,13,0
fuzz_7059,142,38,161,4,7,210,18,18,46,19,19,19,17,38,16,9,12,14,10,10,17,7,9,13,5,11,6,10,8,17,13,6,218,183,210,54,156,38,5,180,3,3,136,167,360,210,2,20,234,22,4,66,142,0
fuzz_7122,150,36,190,3,8,220,20,14,64,20,20,21,16,27,18,8,17,16,14,15,9,12,18,11,5,9,16,13,11,21,11,9,192,181,249,64,185,36,10,195,2,2,141,166,363,202,2,13,220,17,3,50,150,0
fuzz_6763,36,9,54,1,2,52,7,4,12,4,2,1,4,9,9,1,2,1,1,2,2,1,3,4,1,3,4,2,1,4,0,3,49,49,60,7,53,9,1,42,0,0,29,52,88,55,0,0,62,6,1,19,36,0
fuzz_1978.v,22,9,42,3,4,44,5,3,8,4,4,6,4,5,5,1,1,3,1,0,5,1,2,4,3,3,3,2,2,4,2,1,36,35,39,0,39,9,0,0,2,2,23,28,76,54,2,12,70,15,3,30,22,0
fuzz_2476.v,21,6,34,4,7,39,3,3,9,3,3,2,6,5,5,2,0,2,1,4,2,2,2,0,3,2,5,1,1,5,3,1,48,49,31,0,31,6,0,0,3,3,28,46,70,73,1,18,96,20,4,51,21,0
fuzz_6403,58,15,77,5,4,130,11,13,29,8,18,8,11,18,14,6,4,4,5,5,5,4,8,4,9,13,5,9,2,16,7,7,112,96,89,21,68,15,2,73,4,4,81,68,137,135,7,26,161,28,5,70,58,0
fuzz_7540_bug,784,63,486,9,41,765,50,61,191,69,58,70,63,152,51,48,198,37,29,47,38,45,193,36,41,32,30,41,41,72,42,41,746,848,1089,644,445,63,165,123,9,9,459,688,1374,915,9,58,964,49,9,122,784,1
fuzz_7590_bug,794,51,507,8,42,744,66,56,159,74,50,76,65,125,73,35,213,40,33,44,29,45,223,45,37,30,36,40,29,75,42,44,766,875,1142,672,470,51,185,149,8,8,430,686,1413,933,6,52,979,44,8,133,794,1
fuzz_4373,390,13,211,7,21,510,54,39,109,53,46,40,42,89,38,21,125,18,20,19,18,16,128,24,24,27,21,20,26,50,25,24,470,492,527,340,187,13,101,0,8,8,307,417,788,548,10,52,583,38,7,148,390,0
fuzz_5987,234,48,284,6,16,343,35,34,71,33,29,28,29,60,24,14,23,17,7,16,14,11,35,15,13,13,27,8,15,32,20,11,310,302,362,91,271,48,15,252,8,8,181,235,535,354,10,55,384,34,6,110,234,0
fuzz_2102.v,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,3,2,5,13,0,0,19,5,1,13,0,0
fuzz_5076,309,77,419,6,16,358,34,27,83,31,31,28,29,69,26,22,35,13,16,15,21,22,31,18,21,13,17,21,15,37,22,19,362,354,503,105,398,76,17,351,10,10,196,319,638,400,3,65,436,33,6,88,309,0
fuzz_249.v,6,2,12,4,2,30,5,2,4,2,3,4,2,5,3,2,1,3,3,1,2,3,2,1,1,1,0,1,1,3,0,2,16,33,11,0,11,2,0,0,5,5,15,26,30,59,1,30,82,20,4,52,6,0
fuzz_2741.v,11,5,19,2,5,16,1,0,5,1,1,1,0,6,1,1,1,0,1,1,1,3,0,0,1,0,1,1,0,0,0,0,21,26,18,0,18,5,0,0,1,1,14,18,45,37,0,6,49,10,2,26,11,0
fuzz_2351.v,28,8,45,4,9,52,3,5,10,6,5,1,4,7,11,1,4,3,5,4,4,1,2,5,1,4,2,5,3,5,1,3,51,63,44,0,44,8,0,0,3,3,42,46,92,87,1,18,110,20,4,58,28,0
fuzz_5985,100,22,126,3,7,143,13,15,31,9,13,13,13,31,5,3,11,8,8,6,8,7,10,5,11,3,4,4,6,11,8,2,151,140,145,30,115,22,6,111,2,2,89,123,220,163,5,13,177,16,3,58,100,0
fuzz_3907,377,9,189,8,15,355,32,23,84,28,28,20,27,83,30,17,115,27,20,17,13,15,124,17,15,17,16,18,13,40,10,22,337,475,495,321,174,9,104,0,8,8,239,329,602,532,7,50,575,42,8,148,377,0
fuzz_6367,94,20,108,3,4,101,12,6,23,15,10,9,6,15,5,10,14,4,1,4,11,6,13,7,4,7,5,2,7,11,5,4,115,131,140,36,104,20,9,107,2,2,60,101,200,153,3,14,170,17,3,56,94,0
fuzz_3122.v,0,0,0,1,0,6,0,0,2,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,3,4,16,13,0,0,19,5,1,13,0,0
fuzz_5338,75,17,117,1,4,96,5,7,21,7,6,10,10,20,10,6,8,5,5,5,8,6,7,5,4,5,6,4,2,13,3,3,82,79,138,25,113,17,4,95,0,0,55,83,186,86,2,0,90,5,1,9,75,0
fuzz_1185.v,13,4,19,4,5,25,3,4,5,1,1,5,2,3,1,1,0,1,3,0,0,0,0,0,1,0,0,1,0,2,0,0,29,40,18,0,18,4,0,0,6,6,19,15,35,66,0,36,90,20,4,53,13,0
